"alciphron_gb" "anacreon_gb" "cash_corn_gb" "corruption_gb" "epistles_gb" "evenings_gb" "fables_holy_gb" "fudges_england_gb" "fudges_paris_gb" "intercepted_gb" "lalla_gb" "little_gb" "loves_angels_gb" "melodies_gb" "national_gb" "sacred_gb" "sceptic_gb" "summerfete_gb" "tom_crib_gb"
"thrown" 0.0470145745181006 0 0.00497983168168916 0.0626435581541031 0.010547966879384 0.00951837045497811 0 0.0158805780530411 0.00602373351002952 0.0075013127297277 0.0223574314505182 0 0.0213523131672598 0.00387837418554142 0.0336511497476164 0 0 0.0326957658983162 0.00668404518414544
"to-night" 0.0117536436295252 0.0269778107506576 0.00497983168168916 0 0.005273983439692 0 0 0.00794028902652056 0.00602373351002952 0 0.0191635126718728 0.0268024658268561 0.00711743772241993 0.0349053676698728 0.0224340998317443 0 0 0.0490436488474743 0
"vision" 0.0352609308885755 0.0067444526876644 0.0149394950450675 0 0.02636991719846 0.0285551113649343 0.0360929393187458 0 0 0 0.00798479694661365 0.00670061645671402 0.0213523131672598 0.00775674837108284 0.0112170499158721 0 0.0389408099688473 0 0
"wide" 0.0117536436295252 0 0.00995966336337832 0 0.005273983439692 0.0190367409099562 0.0315813219039026 0.00794028902652056 0.012047467020059 0 0.0223574314505182 0.00670061645671402 0.0284697508896797 0.00775674837108284 0.0112170499158721 0 0 0 0.0133680903682909
"worthy" 0.0235072872590503 0.0134889053753288 0.0348588217718241 0.0208811860513677 0 0 0.0270697044890593 0.0158805780530411 0.0180712005300885 0.0225039381891831 0.00798479694661365 0 0.0213523131672598 0.00775674837108284 0.0112170499158721 0.0500667556742323 0 0 0.00668404518414544
"youthful" 0.0352609308885755 0.0202333580629932 0 0 0.010547966879384 0.0571102227298686 0.0135348522445297 0 0 0 0.0223574314505182 0.013401232913428 0 0.0116351225566243 0.0112170499158721 0.0166889185580774 0 0.0163478829491581 0
"aught" 0.0352609308885755 0.0134889053753288 0.00995966336337832 0.0208811860513677 0.007910975159538 0.0190367409099562 0.0180464696593729 0 0.012047467020059 0.0075013127297277 0.00958175633593638 0 0.0782918149466192 0 0.0224340998317443 0 0 0 0.00668404518414544
"beloved" 0 0.0134889053753288 0.00497983168168916 0 0.029006908918306 0.00951837045497811 0.00902323482968644 0.00794028902652056 0 0 0.0207604720611955 0.0268024658268561 0.00711743772241993 0.0116351225566243 0 0.0166889185580774 0 0 0
"church" 0 0 0.0448184851352024 0.0626435581541031 0.005273983439692 0 0.0270697044890593 0.0873431792917262 0 0.0450078763783662 0 0 0 0.00387837418554142 0 0.0166889185580774 0 0 0.00668404518414544
"dancing" 0 0.0269778107506576 0.00995966336337832 0 0.007910975159538 0.0475918522748905 0.00902323482968644 0.0238208670795617 0.012047467020059 0 0.00798479694661365 0.0201018493701421 0 0.0116351225566243 0.0224340998317443 0 0 0.0817394147457904 0.00668404518414544
"distant" 0.0235072872590503 0.0067444526876644 0.00497983168168916 0 0.023732925478614 0.0380734818199124 0.0180464696593729 0 0.00602373351002952 0 0.0111787157252591 0.013401232913428 0.0355871886120996 0.00775674837108284 0.0224340998317443 0 0 0 0
"early" 0 0.0202333580629932 0.0149394950450675 0.0208811860513677 0.018458942038922 0.00951837045497811 0.00902323482968644 0 0 0.0225039381891831 0.00319391877864546 0.013401232913428 0.00711743772241993 0.0193918709277071 0.0224340998317443 0.0667556742323097 0 0.0326957658983162 0.0133680903682909
"fit" 0.0117536436295252 0.0067444526876644 0.0199193267267566 0.0417623721027354 0.010547966879384 0 0.0180464696593729 0.0397014451326028 0.0240949340401181 0.0375065636486385 0.00638783755729092 0.00670061645671402 0.00711743772241993 0.00387837418554142 0 0 0.0389408099688473 0.0163478829491581 0.00668404518414544
"grow" 0 0.0067444526876644 0.0199193267267566 0.0208811860513677 0.007910975159538 0.00951837045497811 0.0360929393187458 0.00794028902652056 0 0.0075013127297277 0.00638783755729092 0.013401232913428 0.0284697508896797 0.0193918709277071 0.0112170499158721 0.0333778371161549 0 0 0.0133680903682909
"hell" 0 0.0067444526876644 0.0497983168168916 0.0208811860513677 0 0 0.00902323482968644 0 0 0 0.0271483096184864 0.0201018493701421 0.0284697508896797 0 0 0 0.0778816199376947 0 0
"history" 0.0117536436295252 0.0067444526876644 0.0248991584084458 0.0208811860513677 0.005273983439692 0 0.0180464696593729 0.0158805780530411 0.012047467020059 0.0150026254594554 0.0159695938932273 0 0.0284697508896797 0.0155134967421657 0 0 0 0 0.0133680903682909
"human" 0.0587682181476258 0.0067444526876644 0.00497983168168916 0.0626435581541031 0.005273983439692 0 0.0225580870742161 0 0.012047467020059 0 0.0159695938932273 0.00670061645671402 0.0355871886120996 0 0 0.0166889185580774 0.155763239875389 0 0
"large" 0 0 0.0199193267267566 0 0.010547966879384 0.00951837045497811 0.0270697044890593 0.0158805780530411 0.0180712005300885 0.0075013127297277 0.0191635126718728 0.013401232913428 0 0.00387837418554142 0 0 0 0.0163478829491581 0.0200521355524363
"lines" 0.0235072872590503 0.0134889053753288 0.00995966336337832 0.0208811860513677 0.029006908918306 0 0.00451161741484322 0.0238208670795617 0 0.0075013127297277 0.00479087816796819 0.013401232913428 0.00711743772241993 0.0155134967421657 0 0 0 0 0.0467883162890181
"lonely" 0.0352609308885755 0.0067444526876644 0.00497983168168916 0 0.031643900638152 0.0190367409099562 0.00451161741484322 0 0 0 0.01756655328255 0.00670061645671402 0.00711743772241993 0.0193918709277071 0.0112170499158721 0 0 0.0163478829491581 0
"lt" 0.0352609308885755 0.0134889053753288 0.0199193267267566 0.0208811860513677 0.005273983439692 0.0380734818199124 0 0 0 0.0075013127297277 0.0159695938932273 0.0201018493701421 0.00711743772241993 0.0232702451132485 0.0112170499158721 0.0166889185580774 0 0.0163478829491581 0
"nation" 0 0 0.0248991584084458 0.125287116308206 0.007910975159538 0 0.0180464696593729 0.0158805780530411 0.0240949340401181 0.0525091891080939 0.00319391877864546 0 0 0.0155134967421657 0 0.0333778371161549 0.0389408099688473 0 0
"neither" 0 0.0202333580629932 0.0248991584084458 0.0417623721027354 0.015821950319076 0.00951837045497811 0.0135348522445297 0.00794028902652056 0 0.0225039381891831 0.0143726345039046 0.013401232913428 0 0 0.0224340998317443 0.0333778371161549 0.0389408099688473 0 0
"religion" 0.0235072872590503 0 0.00995966336337832 0.104405930256839 0.005273983439692 0 0.0315813219039026 0.00794028902652056 0 0 0.0207604720611955 0.00670061645671402 0.0284697508896797 0.00387837418554142 0 0 0.0389408099688473 0.0163478829491581 0
"ruin" 0 0 0.0149394950450675 0.0417623721027354 0.01318495859923 0.0285551113649343 0.0180464696593729 0 0 0 0.00958175633593638 0.0201018493701421 0.0355871886120996 0.0232702451132485 0 0.0166889185580774 0.0389408099688473 0 0.00668404518414544
"sat" 0 0.0067444526876644 0.00995966336337832 0.0208811860513677 0 0.0285551113649343 0.0135348522445297 0.00794028902652056 0.0240949340401181 0 0.0271483096184864 0.0201018493701421 0 0.00387837418554142 0.0224340998317443 0.0166889185580774 0 0.0163478829491581 0
"shrines" 0.117536436295252 0 0 0 0.005273983439692 0 0.0180464696593729 0 0.00602373351002952 0 0.0303422283971319 0 0.0142348754448399 0 0 0.0166889185580774 0.0389408099688473 0 0
"sort" 0.0117536436295252 0 0.0199193267267566 0 0 0 0.0180464696593729 0.0317611561060823 0.0240949340401181 0.0375065636486385 0.00958175633593638 0 0.0142348754448399 0.00775674837108284 0 0 0 0.0163478829491581 0.0467883162890181
"sweetly" 0 0.0269778107506576 0 0 0.031643900638152 0.00951837045497811 0 0 0.012047467020059 0.0075013127297277 0.0143726345039046 0.0402036987402841 0 0.00387837418554142 0.0112170499158721 0.0166889185580774 0 0.0326957658983162 0
"tender" 0 0.0607000741889796 0.00995966336337832 0 0.007910975159538 0.0285551113649343 0.0180464696593729 0.0317611561060823 0.00602373351002952 0.0075013127297277 0.00319391877864546 0.0335030822835701 0 0.00775674837108284 0.0224340998317443 0.0166889185580774 0 0.0163478829491581 0
"twere" 0.0235072872590503 0 0.0149394950450675 0 0.015821950319076 0.0190367409099562 0.0180464696593729 0 0.00602373351002952 0.0075013127297277 0.0127756751145818 0.013401232913428 0.0355871886120996 0.0155134967421657 0.0112170499158721 0 0 0 0.00668404518414544
"various" 0.0117536436295252 0 0.0149394950450675 0 0.007910975159538 0.00951837045497811 0.0451161741484322 0 0.012047467020059 0.0150026254594554 0.00798479694661365 0 0.0284697508896797 0.00775674837108284 0 0 0.0389408099688473 0.0163478829491581 0.0334202259207272
"venus" 0 0.155122411816281 0.0149394950450675 0 0.007910975159538 0 0.0135348522445297 0.00794028902652056 0 0 0.00159695938932273 0.0201018493701421 0.00711743772241993 0.00775674837108284 0 0 0 0 0
"wander" 0.0470145745181006 0.0067444526876644 0 0 0.018458942038922 0 0.00902323482968644 0 0 0 0.00958175633593638 0.0268024658268561 0.0213523131672598 0.0232702451132485 0.0448681996634885 0.0166889185580774 0.0389408099688473 0 0.00668404518414544
"arm" 0 0.0269778107506576 0.00497983168168916 0 0.010547966879384 0.0285551113649343 0.00451161741484322 0 0.0180712005300885 0.0075013127297277 0.0191635126718728 0.00670061645671402 0.00711743772241993 0.0116351225566243 0.0224340998317443 0 0 0.0326957658983162 0.00668404518414544
"awful" 0.0117536436295252 0 0.0149394950450675 0.0417623721027354 0 0 0.0180464696593729 0.0317611561060823 0 0.0225039381891831 0.0207604720611955 0 0.0213523131672598 0.00387837418554142 0 0.0333778371161549 0 0 0.0200521355524363
"began" 0 0.0067444526876644 0.0248991584084458 0.0626435581541031 0.010547966879384 0.00951837045497811 0.00451161741484322 0.00794028902652056 0.00602373351002952 0.0225039381891831 0.0143726345039046 0.00670061645671402 0.0142348754448399 0.0193918709277071 0 0 0 0 0.0133680903682909
"common" 0.0117536436295252 0 0.0149394950450675 0.0208811860513677 0.018458942038922 0 0.0135348522445297 0.0158805780530411 0.00602373351002952 0 0.00958175633593638 0.013401232913428 0.0142348754448399 0.00387837418554142 0.0448681996634885 0 0 0 0.0401042711048727
"dying" 0.0117536436295252 0.0202333580629932 0.00497983168168916 0 0.005273983439692 0.0475918522748905 0.00902323482968644 0.00794028902652056 0.00602373351002952 0.0075013127297277 0.0127756751145818 0.013401232913428 0.00711743772241993 0.0193918709277071 0.0336511497476164 0.0333778371161549 0 0.0163478829491581 0
"ears" 0 0 0.0248991584084458 0 0.01318495859923 0.00951837045497811 0.00902323482968644 0.00794028902652056 0.0481898680802361 0.0150026254594554 0.00319391877864546 0.00670061645671402 0.00711743772241993 0.0116351225566243 0.0224340998317443 0.0333778371161549 0.0389408099688473 0.0326957658983162 0.00668404518414544
"either" 0.0117536436295252 0.0067444526876644 0.0149394950450675 0.0208811860513677 0.007910975159538 0 0.0135348522445297 0.0158805780530411 0.00602373351002952 0.0075013127297277 0.0159695938932273 0.00670061645671402 0.0284697508896797 0.00775674837108284 0 0 0.0778816199376947 0 0.0267361807365818
"et" 0 0.0067444526876644 0.0149394950450675 0 0.015821950319076 0 0.00451161741484322 0.00794028902652056 0.012047467020059 0.0225039381891831 0 0.013401232913428 0 0 0 0.0166889185580774 0.0389408099688473 0 0.120312813314618
"grief" 0.0117536436295252 0 0.00497983168168916 0 0.002636991719846 0.0190367409099562 0.0270697044890593 0 0.0240949340401181 0 0.0111787157252591 0.013401232913428 0.0213523131672598 0.0271486192987899 0.0336511497476164 0.0166889185580774 0 0 0.00668404518414544
"humble" 0 0 0.00995966336337832 0.0208811860513677 0.02636991719846 0 0.0135348522445297 0.0158805780530411 0.012047467020059 0.0075013127297277 0.00638783755729092 0 0.0142348754448399 0.0232702451132485 0.0112170499158721 0.0166889185580774 0.0778816199376947 0.0326957658983162 0
"hundred" 0 0.0067444526876644 0.0398386534535133 0 0.002636991719846 0.00951837045497811 0.00451161741484322 0.00794028902652056 0.012047467020059 0.0225039381891831 0.0207604720611955 0 0.00711743772241993 0.0155134967421657 0 0 0 0.0163478829491581 0.0133680903682909
"lib" 0 0.0269778107506576 0 0 0.018458942038922 0.00951837045497811 0.00902323482968644 0 0.00602373351002952 0.0150026254594554 0 0.0268024658268561 0 0 0 0 0.0778816199376947 0 0.106944722946327
"loud" 0.0117536436295252 0.0202333580629932 0.00995966336337832 0.0208811860513677 0.002636991719846 0.00951837045497811 0.00902323482968644 0.0158805780530411 0.012047467020059 0.0150026254594554 0.0111787157252591 0.0268024658268561 0 0 0 0.0667556742323097 0 0 0.0467883162890181
"page" 0.0117536436295252 0 0.0149394950450675 0.0208811860513677 0.018458942038922 0 0.0225580870742161 0.0238208670795617 0.00602373351002952 0.0225039381891831 0.00319391877864546 0.0335030822835701 0 0.0116351225566243 0.0112170499158721 0 0.0389408099688473 0.0163478829491581 0.0133680903682909
"paradise" 0.0117536436295252 0 0 0 0.01318495859923 0 0 0 0.00602373351002952 0 0.0335361471757773 0.00670061645671402 0.0640569395017794 0.00387837418554142 0 0 0 0 0
"parting" 0 0 0 0 0.007910975159538 0.0190367409099562 0.00451161741484322 0.00794028902652056 0.00602373351002952 0 0.0159695938932273 0.0201018493701421 0.0142348754448399 0.0232702451132485 0.089736399326977 0.0166889185580774 0 0.0163478829491581 0
"radiant" 0.0117536436295252 0 0 0 0.021095933758768 0.0190367409099562 0.0135348522445297 0 0 0.0075013127297277 0.01756655328255 0.00670061645671402 0.0498220640569395 0.00775674837108284 0 0.0500667556742323 0 0 0
"saints" 0.0352609308885755 0 0.0398386534535133 0 0.007910975159538 0 0.00451161741484322 0.0714626012386851 0.012047467020059 0 0.00958175633593638 0.0201018493701421 0 0.0116351225566243 0 0.0166889185580774 0 0 0
"self" 0.0587682181476258 0.0067444526876644 0.00995966336337832 0 0.007910975159538 0.00951837045497811 0.0135348522445297 0.0476417341591234 0.00602373351002952 0.0300052509189108 0.0127756751145818 0 0.00711743772241993 0 0.0112170499158721 0 0.0389408099688473 0.0326957658983162 0
"shades" 0.0235072872590503 0.0269778107506576 0 0 0.021095933758768 0.00951837045497811 0.0225580870742161 0 0 0.0075013127297277 0.0159695938932273 0.00670061645671402 0 0.00775674837108284 0.0224340998317443 0 0.0389408099688473 0.0163478829491581 0.00668404518414544
"sons" 0 0.0134889053753288 0.00497983168168916 0.0208811860513677 0.010547966879384 0.0190367409099562 0.0270697044890593 0.00794028902652056 0 0 0.0143726345039046 0 0 0.0349053676698728 0 0.0667556742323097 0 0 0
"swell" 0.0352609308885755 0.0472111688136508 0 0.0208811860513677 0.018458942038922 0 0 0 0.012047467020059 0 0.0143726345039046 0.013401232913428 0 0.00775674837108284 0.0224340998317443 0.0166889185580774 0 0 0.0200521355524363
"temple" 0.0705218617771509 0.0067444526876644 0 0.0208811860513677 0.01318495859923 0 0.0135348522445297 0 0 0.0150026254594554 0.0191635126718728 0 0.00711743772241993 0.00387837418554142 0.0336511497476164 0.0500667556742323 0.0389408099688473 0 0
"whate" 0.0235072872590503 0.0067444526876644 0.00995966336337832 0.0208811860513677 0.010547966879384 0.0190367409099562 0 0.0238208670795617 0 0.0375065636486385 0.00958175633593638 0.00670061645671402 0.0640569395017794 0.00387837418554142 0.0224340998317443 0 0 0 0
"won" 0.0235072872590503 0 0.00995966336337832 0 0.010547966879384 0.0190367409099562 0.0225580870742161 0.0397014451326028 0.0180712005300885 0 0.0127756751145818 0.00670061645671402 0.0284697508896797 0.0116351225566243 0 0 0 0 0
"worse" 0 0 0.0448184851352024 0 0.01318495859923 0 0.0135348522445297 0.0476417341591234 0.00602373351002952 0.0300052509189108 0.00798479694661365 0.00670061645671402 0.0142348754448399 0.0116351225566243 0 0 0 0 0
"fierce" 0.0117536436295252 0 0.00497983168168916 0 0 0.0190367409099562 0.00902323482968644 0.00794028902652056 0.012047467020059 0.0075013127297277 0.0367300659544228 0 0.0284697508896797 0.00387837418554142 0 0 0 0 0
"fondly" 0.0235072872590503 0.0202333580629932 0 0 0.018458942038922 0.0285551113649343 0.00451161741484322 0 0.00602373351002952 0 0.00798479694661365 0.0268024658268561 0.00711743772241993 0.0193918709277071 0.0448681996634885 0.0166889185580774 0 0 0.00668404518414544
"immortal" 0.0117536436295252 0.0134889053753288 0.00497983168168916 0 0.01318495859923 0.0475918522748905 0.00902323482968644 0.00794028902652056 0.012047467020059 0.0075013127297277 0.0111787157252591 0.00670061645671402 0.00711743772241993 0.0193918709277071 0 0 0 0.0326957658983162 0.0133680903682909
"lately" 0.0117536436295252 0.0067444526876644 0.0199193267267566 0.0208811860513677 0.007910975159538 0 0.0135348522445297 0.0238208670795617 0.0240949340401181 0.0600105018378216 0.00319391877864546 0 0.00711743772241993 0.00775674837108284 0 0 0 0.0163478829491581 0.0267361807365818
"lose" 0.0117536436295252 0 0 0.0208811860513677 0.018458942038922 0.00951837045497811 0.0180464696593729 0.0158805780530411 0.00602373351002952 0.0075013127297277 0.00958175633593638 0.0469043151969981 0.0142348754448399 0.0193918709277071 0 0 0 0 0
"matter" 0 0 0.0547781484985807 0 0.007910975159538 0.00951837045497811 0.00451161741484322 0.0317611561060823 0.0180712005300885 0.0075013127297277 0.00958175633593638 0 0.00711743772241993 0.0116351225566243 0.0112170499158721 0 0 0 0.0200521355524363
"n" 0 0.0067444526876644 0.00497983168168916 0 0.007910975159538 0 0 0.00794028902652056 0.00602373351002952 0 0.00159695938932273 0.0804073974805682 0 0 0 0 0 0 0.120312813314618
"prove" 0 0.0134889053753288 0.0199193267267566 0.0417623721027354 0.010547966879384 0 0.00902323482968644 0.0158805780530411 0.0481898680802361 0.0300052509189108 0.00319391877864546 0.00670061645671402 0 0.00775674837108284 0.0112170499158721 0 0.0778816199376947 0 0.0133680903682909
"roam" 0.0235072872590503 0.0067444526876644 0.00995966336337832 0 0.034280892357998 0 0.00902323482968644 0 0 0 0.00319391877864546 0.00670061645671402 0.00711743772241993 0.0310269934843314 0.0112170499158721 0.0333778371161549 0.0389408099688473 0 0.0133680903682909
"safe" 0.0117536436295252 0.0067444526876644 0.00497983168168916 0 0.002636991719846 0.00951837045497811 0.00902323482968644 0.0397014451326028 0.0180712005300885 0.0150026254594554 0.0207604720611955 0 0.00711743772241993 0.00387837418554142 0.0336511497476164 0 0 0.0326957658983162 0.00668404518414544
"secret" 0.0822755054066761 0 0.00995966336337832 0.0208811860513677 0 0 0.0180464696593729 0.0317611561060823 0.012047467020059 0.0150026254594554 0.00798479694661365 0.00670061645671402 0 0.0232702451132485 0.0224340998317443 0 0 0.0326957658983162 0
"subject" 0 0.0269778107506576 0.0199193267267566 0.0626435581541031 0.010547966879384 0 0.0225580870742161 0 0 0.0150026254594554 0.00638783755729092 0 0.0142348754448399 0.00387837418554142 0 0 0 0.0326957658983162 0.0467883162890181
"talk" 0.0235072872590503 0.0067444526876644 0.0199193267267566 0 0.010547966879384 0.0190367409099562 0 0.0238208670795617 0.0240949340401181 0 0 0.00670061645671402 0 0.0271486192987899 0.0336511497476164 0 0 0.0163478829491581 0.0401042711048727
"tomb" 0.0235072872590503 0.0269778107506576 0 0.0208811860513677 0.005273983439692 0 0.00451161741484322 0 0.0180712005300885 0 0.0207604720611955 0.0335030822835701 0 0.0116351225566243 0.0112170499158721 0.0500667556742323 0 0 0
"train" 0.0117536436295252 0.0472111688136508 0.00995966336337832 0 0.007910975159538 0.0190367409099562 0.00451161741484322 0.00794028902652056 0.012047467020059 0 0.0127756751145818 0.0268024658268561 0 0.00387837418554142 0 0 0 0.0653915317966323 0.0133680903682909
"tried" 0.0235072872590503 0 0.029878990090135 0 0.005273983439692 0.0190367409099562 0.00451161741484322 0.0238208670795617 0.0301186675501476 0.0225039381891831 0.00479087816796819 0.0335030822835701 0.00711743772241993 0.0116351225566243 0 0 0 0 0.0133680903682909
"bid" 0.0117536436295252 0.0607000741889796 0 0 0.023732925478614 0 0 0.00794028902652056 0.0180712005300885 0.0300052509189108 0.00319391877864546 0.0335030822835701 0.00711743772241993 0.00387837418554142 0 0 0 0.0163478829491581 0
"blessed" 0.0117536436295252 0 0 0.0208811860513677 0.023732925478614 0 0.0180464696593729 0.0317611561060823 0 0.0075013127297277 0.0143726345039046 0.00670061645671402 0.0213523131672598 0.00775674837108284 0 0.0166889185580774 0.0389408099688473 0 0
"chords" 0 0.0202333580629932 0.00497983168168916 0 0.015821950319076 0.0285551113649343 0.00451161741484322 0 0.00602373351002952 0 0.00638783755729092 0.013401232913428 0.0142348754448399 0.0271486192987899 0.0224340998317443 0.0333778371161549 0 0.0490436488474743 0
"dick" 0 0 0 0 0 0 0 0.103223757344767 0.12649840371062 0.0225039381891831 0 0 0 0 0 0 0 0 0
"different" 0 0 0.0248991584084458 0 0.010547966879384 0.00951837045497811 0.0270697044890593 0.0158805780530411 0 0.0225039381891831 0.0127756751145818 0 0.0213523131672598 0.00775674837108284 0 0 0 0 0.0200521355524363
"doctor" 0 0 0.0995966336337832 0 0.007910975159538 0 0.00902323482968644 0 0.0240949340401181 0.0300052509189108 0.00159695938932273 0 0 0 0 0 0 0 0.0200521355524363
"else" 0.0352609308885755 0 0.00995966336337832 0 0.005273983439692 0 0.0135348522445297 0.0158805780530411 0.012047467020059 0.0300052509189108 0.0111787157252591 0.0201018493701421 0.0284697508896797 0.00775674837108284 0.0112170499158721 0.0166889185580774 0 0 0.00668404518414544
"father" 0 0 0.0149394950450675 0.0208811860513677 0.01318495859923 0 0.0225580870742161 0.00794028902652056 0 0.0375065636486385 0.01756655328255 0.0268024658268561 0 0.00387837418554142 0 0.0166889185580774 0 0 0
"gem" 0 0.0067444526876644 0.00497983168168916 0 0.018458942038922 0 0.0135348522445297 0 0.00602373351002952 0 0.00958175633593638 0.0469043151969981 0.00711743772241993 0.0271486192987899 0.0112170499158721 0 0 0.0326957658983162 0
"get" 0 0 0.0497983168168916 0 0.005273983439692 0 0.00902323482968644 0.00794028902652056 0.0301186675501476 0.0975170654864601 0 0.00670061645671402 0 0 0 0 0 0 0.0200521355524363
"herself" 0 0.0269778107506576 0 0 0.002636991719846 0.0285551113649343 0.00902323482968644 0.0397014451326028 0.00602373351002952 0.0075013127297277 0.0143726345039046 0.00670061645671402 0.0284697508896797 0.00387837418554142 0.0224340998317443 0 0 0.0163478829491581 0.0133680903682909
"need" 0 0 0.00497983168168916 0 0.005273983439692 0.00951837045497811 0 0.0397014451326028 0.0361424010601771 0.0375065636486385 0.00798479694661365 0.0201018493701421 0.0142348754448399 0.00775674837108284 0.0224340998317443 0 0.0389408099688473 0 0.0133680903682909
"poetry" 0 0.033722263438322 0.0199193267267566 0.0208811860513677 0.005273983439692 0 0.00902323482968644 0.0158805780530411 0 0.0150026254594554 0.0159695938932273 0 0.00711743772241993 0.00775674837108284 0.0112170499158721 0 0.0389408099688473 0 0.0267361807365818
"rude" 0 0.0067444526876644 0 0 0.015821950319076 0.0190367409099562 0.00902323482968644 0.00794028902652056 0.00602373351002952 0 0.0223574314505182 0.00670061645671402 0.00711743772241993 0.0193918709277071 0 0.0166889185580774 0.0389408099688473 0.0163478829491581 0
"son" 0 0.0134889053753288 0.00497983168168916 0 0.010547966879384 0 0 0.00794028902652056 0.0180712005300885 0.0450078763783662 0.00958175633593638 0.00670061645671402 0 0.00775674837108284 0.0112170499158721 0.0500667556742323 0 0.0163478829491581 0.0401042711048727
"wore" 0.0470145745181006 0.0134889053753288 0.00497983168168916 0 0.007910975159538 0.00951837045497811 0.00902323482968644 0 0 0 0.0143726345039046 0.00670061645671402 0 0.0232702451132485 0.0448681996634885 0 0 0.0326957658983162 0.0133680903682909
"yonder" 0.0117536436295252 0.0269778107506576 0.0149394950450675 0 0.021095933758768 0.0285551113649343 0 0 0 0 0.00958175633593638 0.00670061645671402 0.0142348754448399 0.00387837418554142 0.0336511497476164 0.0667556742323097 0 0.0163478829491581 0
"author" 0 0.0404667161259864 0.0248991584084458 0.0208811860513677 0.007910975159538 0 0.00451161741484322 0.0158805780530411 0.0240949340401181 0.0225039381891831 0.00159695938932273 0.00670061645671402 0 0.00387837418554142 0 0 0 0 0.0534723614731636
"bold" 0 0.0067444526876644 0.0199193267267566 0.0835247442054709 0.005273983439692 0.00951837045497811 0.0225580870742161 0.0158805780530411 0.012047467020059 0 0.0207604720611955 0 0 0.00775674837108284 0 0 0 0 0
"bride" 0.0352609308885755 0.0134889053753288 0 0 0 0.0190367409099562 0 0 0 0.0075013127297277 0.0351331065651 0.00670061645671402 0.00711743772241993 0.00387837418554142 0 0.0166889185580774 0 0.0326957658983162 0
"fade" 0 0.0134889053753288 0 0 0.010547966879384 0 0 0.00794028902652056 0 0.0075013127297277 0.0207604720611955 0.013401232913428 0 0.0232702451132485 0.0785193494111049 0 0 0 0
"feast" 0.0117536436295252 0.0067444526876644 0.00497983168168916 0 0.005273983439692 0.0285551113649343 0.00902323482968644 0 0.012047467020059 0 0.0223574314505182 0.0268024658268561 0.00711743772241993 0.0116351225566243 0.0112170499158721 0 0 0.0163478829491581 0
"gentleman" 0 0 0.0647378118619591 0 0.005273983439692 0 0.0225580870742161 0.0238208670795617 0.012047467020059 0.0150026254594554 0.00479087816796819 0.00670061645671402 0 0 0 0 0 0 0.0334202259207272
"goes" 0.0117536436295252 0.0067444526876644 0 0 0.002636991719846 0.00951837045497811 0.0135348522445297 0.0158805780530411 0.0481898680802361 0.0075013127297277 0.00638783755729092 0 0 0.0387837418554142 0.0224340998317443 0 0 0.0163478829491581 0.00668404518414544
"hang" 0 0.0134889053753288 0.00995966336337832 0 0.007910975159538 0.0190367409099562 0.0135348522445297 0 0.012047467020059 0.0150026254594554 0.01756655328255 0.00670061645671402 0 0.0193918709277071 0.0112170499158721 0 0 0.0163478829491581 0.00668404518414544
"image" 0.0117536436295252 0.0067444526876644 0 0 0.015821950319076 0 0.0135348522445297 0.0158805780530411 0 0 0.0191635126718728 0.00670061645671402 0.00711743772241993 0.0193918709277071 0.0336511497476164 0.0166889185580774 0 0 0
"lalla" 0 0 0 0 0 0 0 0 0 0 0.0574905380156183 0 0 0 0 0 0 0 0
"lamp" 0.0117536436295252 0.0134889053753288 0 0 0.036917884077844 0.00951837045497811 0.00902323482968644 0 0 0 0.0111787157252591 0 0.00711743772241993 0.0232702451132485 0.0112170499158721 0 0 0.0163478829491581 0
"law" 0.0117536436295252 0.0067444526876644 0.0497983168168916 0 0.002636991719846 0 0.0135348522445297 0.0158805780530411 0.0240949340401181 0.0825144400270047 0 0.00670061645671402 0.00711743772241993 0 0 0 0 0.0163478829491581 0
"lords" 0 0 0.0796773069070265 0.0208811860513677 0.005273983439692 0 0.0360929393187458 0 0.0180712005300885 0.0150026254594554 0.00319391877864546 0 0 0 0 0 0 0 0.0133680903682909
"low" 0.0235072872590503 0 0.0149394950450675 0.0208811860513677 0 0.0190367409099562 0.0180464696593729 0.0158805780530411 0.0240949340401181 0.0075013127297277 0.00958175633593638 0 0.0213523131672598 0.0155134967421657 0.0112170499158721 0.0166889185580774 0 0.0163478829491581 0.00668404518414544
"mankind" 0.0352609308885755 0.0067444526876644 0.00497983168168916 0.0835247442054709 0.002636991719846 0.00951837045497811 0.00902323482968644 0 0.0240949340401181 0.0075013127297277 0.00958175633593638 0.013401232913428 0 0.0116351225566243 0 0 0 0.0490436488474743 0.0267361807365818
"places" 0 0 0.00995966336337832 0.0208811860513677 0.005273983439692 0.00951837045497811 0.0225580870742161 0.00794028902652056 0.0240949340401181 0.0450078763783662 0.0143726345039046 0 0.0142348754448399 0 0 0 0 0.0163478829491581 0.0133680903682909
"share" 0.0117536436295252 0 0.0248991584084458 0 0.005273983439692 0 0.0225580870742161 0 0.012047467020059 0 0.0127756751145818 0.0268024658268561 0.0142348754448399 0.00387837418554142 0 0 0 0.0326957658983162 0.0267361807365818
"steep" 0.0117536436295252 0.033722263438322 0 0 0.021095933758768 0.0190367409099562 0 0 0 0 0.01756655328255 0.00670061645671402 0.0142348754448399 0.0155134967421657 0 0.0166889185580774 0 0.0163478829491581 0
