"alciphron_gb" "anacreon_gb" "cash_corn_gb" "corruption_gb" "epistles_gb" "evenings_gb" "fables_holy_gb" "fudges_england_gb" "fudges_paris_gb" "intercepted_gb" "lalla_gb" "little_gb" "loves_angels_gb" "melodies_gb" "national_gb" "sacred_gb" "sceptic_gb" "summerfete_gb" "tom_crib_gb"
"statue" 0 0 0 0.0208811860513677 0.002636991719846 0 0.00902323482968644 0 0.012047467020059 0 0.00159695938932273 0.013401232913428 0 0 0 0 0 0 0.00668404518414544
"stick" 0 0.0067444526876644 0.00497983168168916 0 0 0 0 0.00794028902652056 0 0.0300052509189108 0.00159695938932273 0 0 0 0 0 0 0.0163478829491581 0.00668404518414544
"stilly" 0.0117536436295252 0.0067444526876644 0 0 0.002636991719846 0 0 0 0 0 0.00319391877864546 0 0 0 0.0448681996634885 0.0166889185580774 0 0 0
"sunday" 0 0 0.00497983168168916 0 0 0 0 0.0317611561060823 0.0180712005300885 0 0 0 0 0 0 0 0 0 0.0133680903682909
"supper" 0 0 0 0 0 0 0.0135348522445297 0.00794028902652056 0.00602373351002952 0 0 0.013401232913428 0 0 0 0 0 0.0490436488474743 0
"surface" 0 0 0 0 0.01318495859923 0 0 0 0 0 0.00319391877864546 0 0 0.00775674837108284 0 0.0166889185580774 0 0 0
"tangled" 0 0.0202333580629932 0 0 0.005273983439692 0.0190367409099562 0 0 0 0 0.00319391877864546 0 0.00711743772241993 0 0 0 0 0 0
"teeth" 0 0 0 0.0208811860513677 0.010547966879384 0 0 0 0 0 0.00319391877864546 0 0 0 0 0 0 0 0.0200521355524363
"terms" 0 0 0.00497983168168916 0 0 0.00951837045497811 0 0.0158805780530411 0 0 0.00159695938932273 0 0 0 0 0 0 0.0163478829491581 0.0267361807365818
"terrific" 0.0117536436295252 0 0 0 0 0 0 0 0 0 0.0111787157252591 0.013401232913428 0 0 0 0 0 0 0
"tint" 0 0 0 0 0.002636991719846 0.0190367409099562 0.00902323482968644 0 0 0 0.00159695938932273 0 0 0.0116351225566243 0 0 0.0389408099688473 0 0
"tints" 0 0.0134889053753288 0 0 0.010547966879384 0.00951837045497811 0.00451161741484322 0 0 0.0075013127297277 0 0 0 0.00387837418554142 0 0 0 0 0
"tired" 0 0 0.00995966336337832 0.0208811860513677 0 0 0.00451161741484322 0.0158805780530411 0 0 0.00319391877864546 0.00670061645671402 0 0 0 0 0 0.0163478829491581 0
"tongues" 0 0 0 0.0208811860513677 0 0 0.0135348522445297 0 0.00602373351002952 0 0.00159695938932273 0.00670061645671402 0.00711743772241993 0.00387837418554142 0.0112170499158721 0 0 0 0
"tool" 0 0 0.00497983168168916 0 0 0 0 0 0 0.0450078763783662 0 0 0 0 0 0 0 0 0.0200521355524363
"tories" 0 0 0.0248991584084458 0.0208811860513677 0 0 0.00451161741484322 0 0.00602373351002952 0 0 0 0 0 0 0 0 0 0.0133680903682909
"transparent" 0 0.0067444526876644 0 0.0208811860513677 0.007910975159538 0 0.00451161741484322 0 0 0 0.00319391877864546 0 0.00711743772241993 0 0.0112170499158721 0 0 0 0
"traveller" 0 0 0 0 0.002636991719846 0.00951837045497811 0.00902323482968644 0 0 0.0075013127297277 0.00479087816796819 0 0 0.00387837418554142 0 0 0 0 0.00668404518414544
"turks" 0 0 0.00995966336337832 0 0.002636991719846 0 0 0 0 0.0075013127297277 0.00479087816796819 0 0 0 0 0 0 0.0326957658983162 0.00668404518414544
"twice" 0 0 0 0 0 0 0.00451161741484322 0 0.00602373351002952 0.0150026254594554 0.00638783755729092 0.013401232913428 0 0 0 0 0 0 0
"upward" 0.0117536436295252 0 0.00497983168168916 0 0.010547966879384 0 0 0 0.00602373351002952 0 0.00159695938932273 0 0.00711743772241993 0.00387837418554142 0 0 0 0 0
"utter" 0 0 0 0 0.005273983439692 0.00951837045497811 0 0 0.012047467020059 0 0.00319391877864546 0 0.00711743772241993 0.00387837418554142 0.0112170499158721 0 0 0 0
"van" 0 0 0.00995966336337832 0 0.002636991719846 0.00951837045497811 0.00902323482968644 0 0 0 0.00159695938932273 0 0 0 0 0 0 0 0.0200521355524363
"varying" 0.0117536436295252 0 0 0.0208811860513677 0.010547966879384 0.00951837045497811 0.00451161741484322 0 0 0 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0 0
"vastly" 0 0 0.00497983168168916 0 0.002636991719846 0 0 0 0.0180712005300885 0.0150026254594554 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0 0.00668404518414544
"vestal" 0.0117536436295252 0 0 0 0.005273983439692 0 0 0 0 0 0.00319391877864546 0 0 0.0155134967421657 0 0.0166889185580774 0 0 0
"virginia" 0 0 0 0 0.02636991719846 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"virtues" 0 0 0 0 0.002636991719846 0 0.00902323482968644 0 0.00602373351002952 0 0.00159695938932273 0.00670061645671402 0.00711743772241993 0 0.0112170499158721 0 0.0389408099688473 0 0.00668404518414544
"warbled" 0 0.0067444526876644 0 0 0.007910975159538 0.00951837045497811 0.00451161741484322 0 0 0 0.00319391877864546 0 0 0 0 0.0166889185580774 0 0.0163478829491581 0
"warbling" 0 0.0134889053753288 0 0 0.010547966879384 0.00951837045497811 0.00451161741484322 0 0 0 0.00319391877864546 0 0 0 0 0 0 0 0
"warning" 0 0 0.00497983168168916 0 0.002636991719846 0.00951837045497811 0.00451161741484322 0 0.00602373351002952 0 0.00159695938932273 0 0 0.0116351225566243 0.0112170499158721 0 0 0 0
"warrior^s" 0 0.0067444526876644 0 0 0.002636991719846 0.00951837045497811 0 0 0 0 0.00798479694661365 0 0 0.00775674837108284 0 0 0 0 0
"whene" 0 0.0067444526876644 0 0 0.005273983439692 0 0.00451161741484322 0 0.00602373351002952 0 0.00319391877864546 0.00670061645671402 0 0.00775674837108284 0 0 0 0 0
"where^s" 0.0117536436295252 0 0.00497983168168916 0 0 0 0 0 0 0.0075013127297277 0.00159695938932273 0.013401232913428 0 0.00775674837108284 0.0224340998317443 0 0 0 0
"wink" 0 0 0 0 0.002636991719846 0 0 0.00794028902652056 0.012047467020059 0 0.00638783755729092 0.00670061645671402 0 0 0 0.0166889185580774 0 0 0
"wounded" 0 0.0067444526876644 0 0 0.002636991719846 0 0.00451161741484322 0 0 0 0.00159695938932273 0 0.00711743772241993 0.00775674837108284 0 0.0500667556742323 0 0 0
"absent" 0 0 0 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0.00794028902652056 0 0 0.00319391877864546 0.00670061645671402 0 0 0 0.0166889185580774 0 0 0
"adam" 0 0 0.00497983168168916 0 0.002636991719846 0 0.00902323482968644 0 0 0 0.00479087816796819 0 0.00711743772241993 0 0.0112170499158721 0 0 0 0
"adieu" 0 0 0 0 0.01318495859923 0 0.00451161741484322 0.00794028902652056 0.00602373351002952 0.0075013127297277 0 0 0 0 0 0 0 0 0
"advanced" 0 0 0 0 0.002636991719846 0 0 0 0 0.0075013127297277 0.00479087816796819 0.013401232913428 0 0 0 0 0 0.0163478829491581 0.00668404518414544
"aged" 0 0 0.00497983168168916 0 0.002636991719846 0.0190367409099562 0 0 0.00602373351002952 0 0.00479087816796819 0 0 0 0 0 0 0 0.00668404518414544
"aim" 0.0117536436295252 0 0 0 0.002636991719846 0 0.00451161741484322 0 0 0.0075013127297277 0.00159695938932273 0 0.00711743772241993 0.00387837418554142 0 0 0 0 0.0133680903682909
"altar^s" 0.0235072872590503 0 0 0 0 0 0 0 0 0 0.00638783755729092 0 0.0142348754448399 0 0 0.0166889185580774 0 0 0
"ample" 0 0.0067444526876644 0 0 0.007910975159538 0 0 0 0 0 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0.0326957658983162 0.00668404518414544
"approaching" 0 0 0 0.0208811860513677 0 0 0.00451161741484322 0 0 0 0.00958175633593638 0 0 0 0 0 0 0 0.00668404518414544
"april" 0 0 0 0 0.007910975159538 0.00951837045497811 0 0.00794028902652056 0.00602373351002952 0.0075013127297277 0 0.00670061645671402 0 0.00387837418554142 0 0 0 0 0
"arabia" 0 0 0 0 0 0 0 0 0 0 0.0143726345039046 0 0 0 0 0 0 0 0
"arrayed" 0 0 0 0 0.002636991719846 0.00951837045497811 0.00451161741484322 0.00794028902652056 0 0 0 0 0 0.0116351225566243 0 0 0 0.0326957658983162 0
"arrival" 0 0 0.00995966336337832 0 0.002636991719846 0 0 0 0 0.0075013127297277 0.00798479694661365 0 0 0 0 0 0 0 0
"authority" 0 0.0067444526876644 0 0.0208811860513677 0 0 0.00902323482968644 0.00794028902652056 0 0.0075013127297277 0 0 0.00711743772241993 0.00387837418554142 0 0 0 0 0.00668404518414544
"bashful" 0 0.0067444526876644 0 0 0.005273983439692 0.0190367409099562 0 0 0 0 0.00159695938932273 0.00670061645671402 0 0.00387837418554142 0 0 0 0.0163478829491581 0
"beasts" 0 0 0.00497983168168916 0.0208811860513677 0 0 0.0180464696593729 0.00794028902652056 0 0 0.00319391877864546 0 0 0 0 0 0 0 0
"beats" 0.0117536436295252 0 0 0 0.002636991719846 0 0 0.00794028902652056 0.012047467020059 0 0 0 0 0.00387837418554142 0 0.0166889185580774 0 0 0.0133680903682909
"becomes" 0 0 0 0 0 0.00951837045497811 0.00902323482968644 0 0 0 0.00319391877864546 0 0.0142348754448399 0.00387837418554142 0 0 0 0.0163478829491581 0
"bereft" 0 0 0.00497983168168916 0 0.005273983439692 0 0.00902323482968644 0 0 0 0.00159695938932273 0.00670061645671402 0 0 0.0224340998317443 0 0 0 0
"bewildered" 0 0 0 0 0.002636991719846 0 0 0.00794028902652056 0 0 0.00479087816796819 0.0201018493701421 0 0.00387837418554142 0 0 0 0 0
"billow" 0 0.0067444526876644 0 0 0.005273983439692 0 0 0 0 0 0.00159695938932273 0.0268024658268561 0 0.00387837418554142 0 0 0 0 0
"bills" 0 0 0.0149394950450675 0 0 0 0 0 0.012047467020059 0.0225039381891831 0 0 0 0 0 0 0 0.0163478829491581 0
"bishop" 0 0 0.0149394950450675 0 0.002636991719846 0 0 0.0158805780530411 0.00602373351002952 0.0075013127297277 0 0 0 0.00387837418554142 0 0 0 0 0
"blisses" 0.0117536436295252 0.0134889053753288 0 0 0.002636991719846 0 0 0 0 0 0 0.0268024658268561 0 0.00387837418554142 0 0 0 0 0
"boats" 0 0 0 0 0.002636991719846 0.0190367409099562 0 0 0 0 0.00958175633593638 0 0 0 0 0 0 0 0
"bonnet" 0 0 0 0 0.002636991719846 0 0 0.0158805780530411 0.0180712005300885 0 0.00319391877864546 0 0 0 0 0 0 0.0163478829491581 0
"bosom^s" 0 0 0 0 0.010547966879384 0 0.00451161741484322 0 0 0 0.00319391877864546 0.013401232913428 0 0 0 0 0 0 0
"bosoms" 0.0117536436295252 0.0067444526876644 0 0.0208811860513677 0.002636991719846 0.00951837045497811 0.00451161741484322 0 0 0 0.00159695938932273 0 0 0.00775674837108284 0 0 0 0 0
"bottom" 0 0 0.00497983168168916 0 0 0 0 0.00794028902652056 0.00602373351002952 0.0150026254594554 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0 0.0133680903682909
"bridegroom" 0.0117536436295252 0 0 0 0 0 0.00451161741484322 0 0 0 0.00798479694661365 0.00670061645671402 0.00711743772241993 0 0 0 0 0 0
"british" 0 0 0 0.0835247442054709 0 0 0 0.0158805780530411 0 0 0 0 0 0.00387837418554142 0 0 0 0 0.0133680903682909
"build" 0.0235072872590503 0 0 0 0 0 0 0 0.00602373351002952 0 0.00479087816796819 0 0 0 0.0112170499158721 0 0.0389408099688473 0.0163478829491581 0
"cage" 0.0117536436295252 0 0.00497983168168916 0 0.002636991719846 0 0.00451161741484322 0 0.012047467020059 0 0 0.013401232913428 0 0 0.0112170499158721 0 0 0 0
"captain" 0 0 0.00497983168168916 0 0.007910975159538 0 0 0.00794028902652056 0.00602373351002952 0 0 0.00670061645671402 0 0 0 0 0 0 0.0133680903682909
"carry" 0 0 0.00497983168168916 0 0.005273983439692 0 0 0.0238208670795617 0.00602373351002952 0 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0 0
"casement" 0 0 0 0 0 0 0 0 0 0 0.00798479694661365 0 0 0.00775674837108284 0.0112170499158721 0 0 0.0163478829491581 0
"castle" 0 0 0 0 0 0 0 0 0 0 0.00159695938932273 0.0335030822835701 0 0.00775674837108284 0 0 0 0 0.00668404518414544
"catullus" 0 0.0067444526876644 0 0 0.002636991719846 0.00951837045497811 0.00451161741484322 0 0 0 0 0.0335030822835701 0 0 0 0 0 0 0
"charity" 0 0 0 0 0 0 0 0.00794028902652056 0.012047467020059 0 0.00159695938932273 0.00670061645671402 0 0 0 0.0500667556742323 0.0389408099688473 0 0
"chaste" 0 0.0067444526876644 0.00995966336337832 0 0.002636991719846 0 0 0 0 0 0.00319391877864546 0.00670061645671402 0 0.00387837418554142 0 0 0 0 0.00668404518414544
"choral" 0 0.033722263438322 0 0 0.005273983439692 0 0 0 0 0 0 0.00670061645671402 0 0 0 0 0 0.0163478829491581 0
"clock" 0 0 0 0 0 0 0.00451161741484322 0.0317611561060823 0.0180712005300885 0.0075013127297277 0 0 0 0 0 0 0 0 0
"clouded" 0 0 0 0 0.007910975159538 0 0 0 0 0 0 0 0.00711743772241993 0.00775674837108284 0.0224340998317443 0.0166889185580774 0 0 0
"clung" 0 0 0 0.0208811860513677 0.002636991719846 0.00951837045497811 0 0 0 0 0.00479087816796819 0.00670061645671402 0.00711743772241993 0.00387837418554142 0 0 0 0 0
"coast" 0 0 0.00497983168168916 0 0.005273983439692 0 0.00451161741484322 0 0 0 0.00638783755729092 0 0 0.00387837418554142 0 0 0 0 0
"collected" 0 0.0067444526876644 0 0 0.005273983439692 0 0 0 0 0.0075013127297277 0.00638783755729092 0 0 0 0 0 0.0389408099688473 0 0
"columns" 0 0 0.00497983168168916 0 0.007910975159538 0 0.00451161741484322 0.00794028902652056 0.00602373351002952 0 0.00319391877864546 0 0 0 0 0 0 0 0
"comfort" 0 0 0.00995966336337832 0 0.002636991719846 0 0 0 0 0.0075013127297277 0.00319391877864546 0 0 0.00775674837108284 0 0 0 0 0.00668404518414544
"conclusion" 0 0 0.00995966336337832 0 0 0 0 0.0238208670795617 0.00602373351002952 0.0075013127297277 0.00159695938932273 0 0 0 0 0 0 0 0.00668404518414544
"conquering" 0 0.0067444526876644 0 0 0.002636991719846 0 0.00451161741484322 0.00794028902652056 0 0 0.00479087816796819 0 0.0142348754448399 0 0 0 0 0 0
"constant" 0.0117536436295252 0.0067444526876644 0 0 0 0 0.00451161741484322 0 0 0 0.00479087816796819 0 0.00711743772241993 0.00387837418554142 0.0112170499158721 0 0 0 0
"core" 0 0.0067444526876644 0 0 0.002636991719846 0 0 0 0 0 0.00638783755729092 0 0 0.00387837418554142 0.0224340998317443 0 0 0 0
"corruption" 0 0 0 0.0835247442054709 0.007910975159538 0 0.00451161741484322 0 0 0 0.00159695938932273 0 0 0 0 0 0 0 0
"cost" 0 0.0067444526876644 0 0 0.005273983439692 0 0 0.0238208670795617 0 0.0075013127297277 0 0 0.00711743772241993 0.00387837418554142 0 0 0 0 0
"creina" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0349053676698728 0 0 0 0 0
"curiosity" 0 0 0 0 0.007910975159538 0 0.00451161741484322 0 0 0.0075013127297277 0.00319391877864546 0 0.0142348754448399 0 0 0 0 0 0
"dames" 0 0.0067444526876644 0.00497983168168916 0 0 0.00951837045497811 0.00451161741484322 0 0 0 0 0 0 0 0.0336511497476164 0 0 0.0326957658983162 0
"darts" 0 0.0269778107506576 0 0 0 0 0 0 0 0 0.00638783755729092 0 0 0.00387837418554142 0 0 0 0 0
"deckt" 0 0 0 0 0 0 0.0225580870742161 0 0 0.0075013127297277 0.00479087816796819 0 0 0 0 0 0 0 0
"deeper" 0.0352609308885755 0 0 0 0 0 0.00902323482968644 0 0 0 0.00159695938932273 0.013401232913428 0 0.00387837418554142 0 0 0 0 0
"descended" 0.0117536436295252 0 0 0 0.002636991719846 0 0.00902323482968644 0 0 0 0.00319391877864546 0 0.00711743772241993 0 0 0.0166889185580774 0 0.0163478829491581 0
"deserve" 0 0 0 0 0.002636991719846 0 0 0 0.0180712005300885 0.0075013127297277 0.00479087816796819 0 0 0.00387837418554142 0 0 0 0 0
"desolation" 0 0 0 0 0 0 0.00451161741484322 0 0.00602373351002952 0 0.00159695938932273 0 0.00711743772241993 0.0116351225566243 0 0.0333778371161549 0 0 0
"displayed" 0.0235072872590503 0 0.00497983168168916 0 0.002636991719846 0.0285551113649343 0 0 0 0 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0 0
"distilled" 0 0 0 0 0.005273983439692 0 0 0 0 0 0.00638783755729092 0 0 0.0116351225566243 0 0 0 0 0
"divided" 0 0 0.00995966336337832 0.0208811860513677 0.002636991719846 0 0 0 0 0.0150026254594554 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0 0.00668404518414544
"doctrine" 0 0 0 0.0208811860513677 0 0 0 0.0158805780530411 0 0 0 0.013401232913428 0.00711743772241993 0 0 0.0333778371161549 0 0.0163478829491581 0
"domes" 0.0235072872590503 0 0 0 0 0 0.00451161741484322 0 0 0 0.00638783755729092 0 0 0 0 0 0.0389408099688473 0.0163478829491581 0
"doves" 0.0117536436295252 0.0067444526876644 0.00497983168168916 0 0.007910975159538 0 0 0 0 0 0.00159695938932273 0 0 0 0 0.0333778371161549 0 0 0
"eager" 0 0 0.00497983168168916 0 0.005273983439692 0.0190367409099562 0 0.00794028902652056 0 0 0.00479087816796819 0 0 0 0 0 0 0 0
"earl" 0 0 0.0149394950450675 0 0.002636991719846 0 0 0 0.0180712005300885 0.0075013127297277 0 0 0 0.00387837418554142 0 0 0 0 0
"editor" 0 0 0.00995966336337832 0 0 0 0 0.0238208670795617 0 0 0.00159695938932273 0.0201018493701421 0 0 0 0 0 0 0
"egypt^s" 0.0352609308885755 0.0067444526876644 0 0 0 0 0 0 0 0 0.00319391877864546 0 0 0 0 0.0500667556742323 0 0 0
"eh" 0 0 0.00497983168168916 0 0 0 0.0360929393187458 0 0 0 0 0 0 0 0 0 0 0 0
"eldon^s" 0 0 0.029878990090135 0 0 0 0 0 0 0.0225039381891831 0 0 0 0 0 0 0 0 0
"elf" 0 0 0.00497983168168916 0 0 0 0 0.0238208670795617 0.00602373351002952 0.0075013127297277 0 0.00670061645671402 0 0 0.0224340998317443 0 0 0 0
"eloquent" 0 0 0.00497983168168916 0 0.002636991719846 0 0.00451161741484322 0 0.012047467020059 0 0.00479087816796819 0 0.00711743772241993 0 0 0 0 0 0
"en" 0 0 0.00497983168168916 0 0.002636991719846 0 0 0.0158805780530411 0.0180712005300885 0 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0 0
"enclosed" 0.0117536436295252 0 0.00497983168168916 0 0.002636991719846 0 0 0.0238208670795617 0 0.0150026254594554 0.00159695938932273 0 0 0 0 0 0 0 0
"endearing" 0 0.0134889053753288 0.00995966336337832 0 0.007910975159538 0 0 0 0 0 0 0 0 0.00775674837108284 0 0 0 0 0
"ends" 0 0.0067444526876644 0.00995966336337832 0.0208811860513677 0 0 0 0.00794028902652056 0.00602373351002952 0 0.00319391877864546 0 0 0.00387837418554142 0 0 0 0 0
"entitled" 0 0 0 0 0.002636991719846 0 0 0.00794028902652056 0.00602373351002952 0.0225039381891831 0.00159695938932273 0 0 0 0 0 0 0 0.0133680903682909
"envy" 0 0.0269778107506576 0 0 0 0 0 0 0.012047467020059 0 0.00159695938932273 0.013401232913428 0 0 0 0 0 0 0
"err" 0 0 0 0 0.005273983439692 0 0 0 0.00602373351002952 0 0.00319391877864546 0.00670061645671402 0.0213523131672598 0 0 0 0 0 0
"example" 0 0 0.00497983168168916 0.0208811860513677 0 0 0.00451161741484322 0 0.00602373351002952 0 0.00159695938932273 0.00670061645671402 0 0.00387837418554142 0 0 0 0 0.0133680903682909
"exceeding" 0 0 0 0 0.002636991719846 0 0.00451161741484322 0.0238208670795617 0.012047467020059 0 0 0 0 0.00387837418554142 0 0 0 0 0.00668404518414544
"expect" 0 0.0067444526876644 0.00497983168168916 0 0.005273983439692 0 0 0 0 0.0150026254594554 0 0.013401232913428 0 0.00387837418554142 0 0 0 0 0
"expense" 0 0 0.0248991584084458 0 0 0 0.00451161741484322 0.0238208670795617 0 0 0 0 0 0 0 0 0 0 0
"extraordinary" 0 0 0.0149394950450675 0 0.005273983439692 0 0 0 0.00602373351002952 0 0.00319391877864546 0 0 0 0 0.0166889185580774 0 0 0
"falchion" 0 0 0 0 0 0.0285551113649343 0 0 0 0 0.00798479694661365 0 0 0.00387837418554142 0 0 0 0 0
"father^s" 0 0 0 0 0 0 0 0 0 0.0150026254594554 0.00638783755729092 0 0 0.00775674837108284 0 0 0 0.0163478829491581 0
"faults" 0 0 0 0 0.005273983439692 0 0.00451161741484322 0 0 0.0075013127297277 0.00159695938932273 0 0 0.00775674837108284 0.0112170499158721 0.0166889185580774 0 0 0
"feared" 0 0 0 0 0.005273983439692 0 0 0.00794028902652056 0 0.0150026254594554 0.00638783755729092 0 0 0 0 0 0 0 0
"fiction" 0 0.0134889053753288 0.00497983168168916 0 0.002636991719846 0 0 0 0 0 0 0 0 0.0193918709277071 0 0 0 0 0
"firm" 0 0 0.00497983168168916 0 0 0 0.00451161741484322 0.00794028902652056 0 0.0075013127297277 0.00159695938932273 0.0201018493701421 0 0 0 0.0166889185580774 0 0 0
"flesh" 0.0117536436295252 0 0 0 0.002636991719846 0 0.00451161741484322 0.0158805780530411 0.00602373351002952 0 0.00319391877864546 0 0 0.00387837418554142 0 0 0 0 0
"floods" 0 0 0.00497983168168916 0 0.002636991719846 0 0 0 0 0 0.00798479694661365 0 0 0.00387837418554142 0.0112170499158721 0 0 0 0
"flute" 0.0117536436295252 0 0 0 0.002636991719846 0.0380734818199124 0 0 0 0 0.00319391877864546 0 0 0 0.0112170499158721 0 0 0 0
"flutter" 0 0.0269778107506576 0 0 0 0.00951837045497811 0 0 0 0.0075013127297277 0.00319391877864546 0.00670061645671402 0 0 0 0 0 0 0
"fold" 0 0 0 0 0.01318495859923 0 0.00451161741484322 0 0 0 0.00479087816796819 0 0 0 0 0 0 0 0
"fudge^s" 0 0 0 0 0 0 0 0.0317611561060823 0.0301186675501476 0 0 0 0 0 0 0 0 0 0
"further" 0 0 0.00995966336337832 0 0 0 0.00902323482968644 0.00794028902652056 0 0.0075013127297277 0.00319391877864546 0 0 0.00387837418554142 0 0 0 0 0
"gallantry" 0 0.0134889053753288 0 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0 0 0 0.00159695938932273 0 0 0 0 0 0.0389408099688473 0 0.00668404518414544
"gazette" 0 0 0 0 0 0 0.00451161741484322 0.0397014451326028 0.012047467020059 0 0 0 0 0 0 0 0 0 0.00668404518414544
"goal" 0.0117536436295252 0.0202333580629932 0 0 0 0 0 0 0 0 0.00159695938932273 0.00670061645671402 0.00711743772241993 0.00387837418554142 0 0 0.0389408099688473 0 0
"godly" 0 0 0 0.0208811860513677 0 0 0 0.0635223122121645 0 0 0 0 0 0 0 0 0 0 0
"grass" 0 0 0 0 0.002636991719846 0.00951837045497811 0 0 0.00602373351002952 0 0.00479087816796819 0 0 0.0116351225566243 0 0 0 0 0
"grim" 0 0 0.00995966336337832 0 0 0 0.00451161741484322 0.0158805780530411 0 0.0150026254594554 0.00319391877864546 0 0 0 0 0 0 0 0
"hallow" 0 0 0 0 0.010547966879384 0.00951837045497811 0 0 0 0 0.00159695938932273 0.00670061645671402 0 0.00775674837108284 0 0 0 0 0
"happened" 0 0 0 0.0208811860513677 0.005273983439692 0 0 0.00794028902652056 0.012047467020059 0.0150026254594554 0.00159695938932273 0 0 0 0 0 0 0 0
"hearing" 0 0 0.0248991584084458 0 0.005273983439692 0.00951837045497811 0 0 0 0.0075013127297277 0 0 0 0 0 0 0 0 0
"heathen" 0 0 0.00497983168168916 0.0208811860513677 0 0 0 0.0317611561060823 0 0 0.00159695938932273 0.013401232913428 0 0 0 0 0 0 0
"hell^s" 0 0 0.00497983168168916 0.0208811860513677 0 0 0 0 0 0 0.00798479694661365 0 0.00711743772241993 0 0 0 0 0 0.00668404518414544
"holding" 0 0 0.00497983168168916 0 0 0.00951837045497811 0.00451161741484322 0 0 0.0075013127297277 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0.0326957658983162 0.00668404518414544
"hollow" 0 0 0.00497983168168916 0 0.007910975159538 0 0 0 0.00602373351002952 0 0.00319391877864546 0 0 0 0.0112170499158721 0 0 0 0.00668404518414544
"honored" 0 0 0.00995966336337832 0 0 0 0.00451161741484322 0 0 0.0150026254594554 0.00319391877864546 0 0.00711743772241993 0.00387837418554142 0 0 0 0 0
"hope^s" 0 0 0 0 0.007910975159538 0 0 0 0 0 0.00319391877864546 0 0 0.00387837418554142 0.0336511497476164 0 0 0 0
"hourly" 0 0 0 0.0208811860513677 0.002636991719846 0 0 0 0 0 0.00958175633593638 0 0.00711743772241993 0 0 0 0 0 0
"hume" 0 0 0.0149394950450675 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0 0.00602373351002952 0 0 0 0 0 0 0 0.0389408099688473 0 0
"hurled" 0.0117536436295252 0 0 0 0.005273983439692 0 0.00902323482968644 0 0 0 0.00479087816796819 0 0 0 0 0 0 0.0163478829491581 0
"ib" 0 0 0 0 0 0 0 0 0 0 0.00159695938932273 0 0 0 0 0.133511348464619 0 0 0
"ideas" 0 0 0 0 0.010547966879384 0 0 0 0.012047467020059 0 0.00159695938932273 0 0 0 0 0 0.0389408099688473 0 0.00668404518414544
"idols" 0.0117536436295252 0 0 0 0 0 0.00451161741484322 0 0 0.0225039381891831 0.00319391877864546 0 0.00711743772241993 0.00387837418554142 0 0 0 0 0
"illumined" 0 0 0 0 0.005273983439692 0 0 0 0 0 0.00638783755729092 0 0.0142348754448399 0.00387837418554142 0 0 0 0 0
"images" 0 0 0 0 0 0 0 0 0 0.0150026254594554 0.0111787157252591 0 0 0 0 0 0 0 0
"imitation" 0 0.0134889053753288 0.00995966336337832 0 0 0 0.00451161741484322 0 0.00602373351002952 0 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0 0.00668404518414544
"immortality" 0.0117536436295252 0 0 0 0.005273983439692 0 0.00451161741484322 0 0 0.0075013127297277 0.00319391877864546 0 0.00711743772241993 0 0 0.0166889185580774 0 0 0
"impious" 0.0117536436295252 0 0 0.0208811860513677 0 0 0 0 0.00602373351002952 0 0.00958175633593638 0 0 0 0 0 0 0 0
"impostor" 0 0 0 0 0 0 0.00451161741484322 0 0 0 0.0127756751145818 0 0 0 0 0 0 0 0
"incense" 0.0235072872590503 0 0 0 0 0 0.00451161741484322 0 0 0 0.00319391877864546 0.00670061645671402 0.00711743772241993 0.00387837418554142 0 0.0166889185580774 0 0 0
"inclined" 0 0.0134889053753288 0 0 0.005273983439692 0 0.00451161741484322 0.00794028902652056 0 0 0.00479087816796819 0 0 0 0 0 0 0 0
"ire" 0 0.0067444526876644 0 0 0.005273983439692 0 0 0 0 0 0.00479087816796819 0 0.00711743772241993 0.00387837418554142 0 0.0166889185580774 0 0 0
"isabel" 0 0 0 0 0 0 0 0 0 0 0 0.0603055481104262 0 0 0 0 0 0 0
"ivory" 0.0117536436295252 0.0202333580629932 0 0 0.007910975159538 0 0 0 0 0 0.00159695938932273 0 0 0 0 0 0 0 0.00668404518414544
"jokes" 0 0 0.0149394950450675 0 0 0 0.00451161741484322 0.0238208670795617 0.012047467020059 0 0 0 0 0 0 0 0 0 0
"keen" 0.0117536436295252 0 0 0 0.002636991719846 0 0 0 0.00602373351002952 0 0.00479087816796819 0.00670061645671402 0.0142348754448399 0 0 0 0 0 0
"kill" 0 0 0 0 0.005273983439692 0 0 0 0 0.0075013127297277 0.00638783755729092 0 0 0 0 0 0 0 0.0133680903682909
